country,actual,continent,year,type,value,rank,direction,sex
Republic of Korea,Asia,Asia,2007,female_suicide,19.5,1,highest,Female
Japan,Asia,Asia,2007,female_suicide,14.2,2,highest,Female
India,Asia,Asia,2007,female_suicide,12.9,3,highest,Female
Kazakhstan,Asia,Asia,2007,female_suicide,12.3,4,highest,Female
China,Asia,Asia,2007,female_suicide,10.4,5,highest,Female
Sri Lanka,Asia,Asia,2007,female_suicide,8.7,6,highest,Female
Democratic People's Republic of Korea,Asia,Asia,2007,female_suicide,8.1,7,highest,Female
Mongolia,Asia,Asia,2007,female_suicide,8.1,8,highest,Female
Singapore,Asia,Asia,2007,female_suicide,8.1,9,highest,Female
Turkmenistan,Asia,Asia,2007,female_suicide,5.2,10,highest,Female
Syria,Asia,Asia,2007,female_suicide,0.5,1,lowest,Female
Jordan,Asia,Asia,2007,female_suicide,1,2,lowest,Female
Maldives,Asia,Asia,2007,female_suicide,1,3,lowest,Female
Philippines,Asia,Asia,2007,female_suicide,1,4,lowest,Female
Kuwait,Asia,Asia,2007,female_suicide,1.2,5,lowest,Female
Indonesia,Asia,Asia,2007,female_suicide,1.4,6,lowest,Female
Saudi Arabia,Asia,Asia,2007,female_suicide,1.4,7,lowest,Female
Turkey,Asia,Asia,2007,female_suicide,1.4,8,lowest,Female
Oman,Asia,Asia,2007,female_suicide,1.5,9,lowest,Female
Brunei Darussalam,Asia,Asia,2007,female_suicide,1.6,10,lowest,Female
Kazakhstan,Asia,Asia,2006,both_suicide,38,1,highest,All
Japan,Asia,Asia,2006,both_suicide,23.9,2,highest,All
Mongolia,Asia,Asia,2006,both_suicide,23.7,3,highest,All
Republic of Korea,Asia,Asia,2006,both_suicide,23.7,4,highest,All
Sri Lanka,Asia,Asia,2006,both_suicide,18.3,5,highest,All
India,Asia,Asia,2006,both_suicide,15.6,6,highest,All
Turkmenistan,Asia,Asia,2006,both_suicide,15.1,7,highest,All
Kyrgyzstan,Asia,Asia,2006,both_suicide,13.1,8,highest,All
China,Asia,Asia,2006,both_suicide,12.1,9,highest,All
Singapore,Asia,Asia,2006,both_suicide,11.7,10,highest,All
Syria,Asia,Asia,2006,both_suicide,1.4,1,lowest,All
Jordan,Asia,Asia,2006,both_suicide,1.9,2,lowest,All
Philippines,Asia,Asia,2006,both_suicide,2,3,lowest,All
Lebanon,Asia,Asia,2006,both_suicide,2.5,4,lowest,All
Kuwait,Asia,Asia,2006,both_suicide,2.7,5,lowest,All
Timor-Leste,Asia,Asia,2006,both_suicide,2.7,6,lowest,All
Turkey,Asia,Asia,2006,both_suicide,2.7,7,lowest,All
Brunei Darussalam,Asia,Asia,2006,both_suicide,2.9,8,lowest,All
Indonesia,Asia,Asia,2006,both_suicide,2.9,9,lowest,All
Egypt,Asia,Asia,2006,both_suicide,3.1,10,lowest,All
Kazakhstan,Asia,Asia,2006,male_suicide,65.6,1,highest,Male
Mongolia,Asia,Asia,2006,male_suicide,38.8,2,highest,Male
Japan,Asia,Asia,2006,male_suicide,34.7,3,highest,Male
Republic of Korea,Asia,Asia,2006,male_suicide,31.8,4,highest,Male
Sri Lanka,Asia,Asia,2006,male_suicide,28.9,5,highest,Male
Turkmenistan,Asia,Asia,2006,male_suicide,24.5,6,highest,Male
Kyrgyzstan,Asia,Asia,2006,male_suicide,21.7,7,highest,Male
India,Asia,Asia,2006,male_suicide,17.6,8,highest,Male
Singapore,Asia,Asia,2006,male_suicide,14.6,9,highest,Male
Thailand,Asia,Asia,2006,male_suicide,13.8,10,highest,Male
Syria,Asia,Asia,2006,male_suicide,2.2,1,lowest,Male
Jordan,Asia,Asia,2006,male_suicide,2.5,2,lowest,Male
Philippines,Asia,Asia,2006,male_suicide,3,3,lowest,Male
Lebanon,Asia,Asia,2006,male_suicide,3.1,4,lowest,Male
Kuwait,Asia,Asia,2006,male_suicide,3.7,5,lowest,Male
Timor-Leste,Asia,Asia,2006,male_suicide,3.7,6,lowest,Male
Egypt,Asia,Asia,2006,male_suicide,3.9,7,lowest,Male
Turkey,Asia,Asia,2006,male_suicide,3.9,8,lowest,Male
Brunei Darussalam,Asia,Asia,2006,male_suicide,4.3,9,lowest,Male
Indonesia,Asia,Asia,2006,male_suicide,4.3,10,lowest,Male
Republic of Korea,Asia,Asia,2006,female_suicide,15.5,1,highest,Female
India,Asia,Asia,2006,female_suicide,13.5,2,highest,Female
Japan,Asia,Asia,2006,female_suicide,13.5,3,highest,Female
Kazakhstan,Asia,Asia,2006,female_suicide,12.3,4,highest,Female
China,Asia,Asia,2006,female_suicide,11.2,5,highest,Female
Singapore,Asia,Asia,2006,female_suicide,8.8,6,highest,Female
Mongolia,Asia,Asia,2006,female_suicide,8.7,7,highest,Female
Sri Lanka,Asia,Asia,2006,female_suicide,8,8,highest,Female
Democratic People's Republic of Korea,Asia,Asia,2006,female_suicide,7.9,9,highest,Female
Turkmenistan,Asia,Asia,2006,female_suicide,6,10,highest,Female
Syria,Asia,Asia,2006,female_suicide,0.5,1,lowest,Female
Philippines,Asia,Asia,2006,female_suicide,0.9,2,lowest,Female
Maldives,Asia,Asia,2006,female_suicide,1,3,lowest,Female
Jordan,Asia,Asia,2006,female_suicide,1.2,4,lowest,Female
Kuwait,Asia,Asia,2006,female_suicide,1.2,5,lowest,Female
Saudi Arabia,Asia,Asia,2006,female_suicide,1.2,6,lowest,Female
Brunei Darussalam,Asia,Asia,2006,female_suicide,1.4,7,lowest,Female
Indonesia,Asia,Asia,2006,female_suicide,1.5,8,lowest,Female
Turkey,Asia,Asia,2006,female_suicide,1.5,9,lowest,Female
Oman,Asia,Asia,2006,female_suicide,1.6,10,lowest,Female
Kazakhstan,Asia,Asia,2005,both_suicide,39.2,1,highest,All
Sri Lanka,Asia,Asia,2005,both_suicide,28.6,2,highest,All
Republic of Korea,Asia,Asia,2005,both_suicide,26.7,3,highest,All
Japan,Asia,Asia,2005,both_suicide,24.3,4,highest,All
Mongolia,Asia,Asia,2005,both_suicide,24,5,highest,All
India,Asia,Asia,2005,both_suicide,15.5,6,highest,All
Turkmenistan,Asia,Asia,2005,both_suicide,15.1,7,highest,All
Kyrgyzstan,Asia,Asia,2005,both_suicide,13.2,8,highest,All
China,Asia,Asia,2005,both_suicide,12.9,9,highest,All
Singapore,Asia,Asia,2005,both_suicide,11.2,10,highest,All
Syria,Asia,Asia,2005,both_suicide,1.4,1,lowest,All
Philippines,Asia,Asia,2005,both_suicide,1.9,2,lowest,All
Jordan,Asia,Asia,2005,both_suicide,2,3,lowest,All
Brunei Darussalam,Asia,Asia,2005,both_suicide,2.2,4,lowest,All
Kuwait,Asia,Asia,2005,both_suicide,2.6,5,lowest,All
Lebanon,Asia,Asia,2005,both_suicide,2.7,6,lowest,All
Turkey,Asia,Asia,2005,both_suicide,2.8,7,lowest,All
Indonesia,Asia,Asia,2005,both_suicide,3,8,lowest,All
Maldives,Asia,Asia,2005,both_suicide,3,9,lowest,All
Timor-Leste,Asia,Asia,2005,both_suicide,3,10,lowest,All
Kazakhstan,Asia,Asia,2005,male_suicide,68.2,1,highest,Male
Mongolia,Asia,Asia,2005,male_suicide,39.2,2,highest,Male
Sri Lanka,Asia,Asia,2005,male_suicide,38.7,3,highest,Male
Japan,Asia,Asia,2005,male_suicide,35.9,4,highest,Male
Republic of Korea,Asia,Asia,2005,male_suicide,35.5,5,highest,Male
Turkmenistan,Asia,Asia,2005,male_suicide,25,6,highest,Male
Kyrgyzstan,Asia,Asia,2005,male_suicide,21.7,7,highest,Male
India,Asia,Asia,2005,male_suicide,17.1,8,highest,Male
Singapore,Asia,Asia,2005,male_suicide,15,9,highest,Male
Bahrain,Asia,Asia,2005,male_suicide,14.6,10,highest,Male
Syria,Asia,Asia,2005,male_suicide,2.1,1,lowest,Male
Jordan,Asia,Asia,2005,male_suicide,2.6,2,lowest,Male
Philippines,Asia,Asia,2005,male_suicide,2.8,3,lowest,Male
Brunei Darussalam,Asia,Asia,2005,male_suicide,3.2,4,lowest,Male
Lebanon,Asia,Asia,2005,male_suicide,3.4,5,lowest,Male
Kuwait,Asia,Asia,2005,male_suicide,3.6,6,lowest,Male
Egypt,Asia,Asia,2005,male_suicide,3.9,7,lowest,Male
Timor-Leste,Asia,Asia,2005,male_suicide,4,8,lowest,Male
Turkey,Asia,Asia,2005,male_suicide,4.2,9,lowest,Male
Indonesia,Asia,Asia,2005,male_suicide,4.5,10,lowest,Male
Sri Lanka,Asia,Asia,2005,female_suicide,18.8,1,highest,Female
Republic of Korea,Asia,Asia,2005,female_suicide,17.9,2,highest,Female
India,Asia,Asia,2005,female_suicide,13.7,3,highest,Female
Japan,Asia,Asia,2005,female_suicide,13.2,4,highest,Female
Kazakhstan,Asia,Asia,2005,female_suicide,12.3,5,highest,Female
China,Asia,Asia,2005,female_suicide,11.9,6,highest,Female
Mongolia,Asia,Asia,2005,female_suicide,9,7,highest,Female
Democratic People's Republic of Korea,Asia,Asia,2005,female_suicide,8,8,highest,Female
Singapore,Asia,Asia,2005,female_suicide,7.4,9,highest,Female
Turkmenistan,Asia,Asia,2005,female_suicide,5.5,10,highest,Female
Syria,Asia,Asia,2005,female_suicide,0.5,1,lowest,Female
Philippines,Asia,Asia,2005,female_suicide,1,2,lowest,Female
Brunei Darussalam,Asia,Asia,2005,female_suicide,1.1,3,lowest,Female
Maldives,Asia,Asia,2005,female_suicide,1.1,4,lowest,Female
Saudi Arabia,Asia,Asia,2005,female_suicide,1.1,5,lowest,Female
Jordan,Asia,Asia,2005,female_suicide,1.3,6,lowest,Female
Kuwait,Asia,Asia,2005,female_suicide,1.3,7,lowest,Female
Indonesia,Asia,Asia,2005,female_suicide,1.5,8,lowest,Female
Oman,Asia,Asia,2005,female_suicide,1.5,9,lowest,Female
Turkey,Asia,Asia,2005,female_suicide,1.5,10,lowest,Female
Kazakhstan,Asia,Asia,2004,both_suicide,39.7,1,highest,All
Republic of Korea,Asia,Asia,2004,both_suicide,25.4,2,highest,All
Japan,Asia,Asia,2004,both_suicide,24.1,3,highest,All
Mongolia,Asia,Asia,2004,both_suicide,23.7,4,highest,All
Sri Lanka,Asia,Asia,2004,both_suicide,21.8,5,highest,All
India,Asia,Asia,2004,both_suicide,15.2,6,highest,All
Turkmenistan,Asia,Asia,2004,both_suicide,14.3,7,highest,All
China,Asia,Asia,2004,both_suicide,13.3,8,highest,All
Kyrgyzstan,Asia,Asia,2004,both_suicide,12.6,9,highest,All
Singapore,Asia,Asia,2004,both_suicide,11.7,10,highest,All
Syria,Asia,Asia,2004,both_suicide,1.4,1,lowest,All
Philippines,Asia,Asia,2004,both_suicide,1.8,2,lowest,All
Brunei Darussalam,Asia,Asia,2004,both_suicide,1.9,3,lowest,All
Jordan,Asia,Asia,2004,both_suicide,2.2,4,lowest,All
Kuwait,Asia,Asia,2004,both_suicide,2.7,5,lowest,All
Lebanon,Asia,Asia,2004,both_suicide,2.7,6,lowest,All
Maldives,Asia,Asia,2004,both_suicide,2.9,7,lowest,All
Turkey,Asia,Asia,2004,both_suicide,3,8,lowest,All
Egypt,Asia,Asia,2004,both_suicide,3.1,9,lowest,All
Timor-Leste,Asia,Asia,2004,both_suicide,3.1,10,lowest,All
Kazakhstan,Asia,Asia,2004,male_suicide,69.2,1,highest,Male
Mongolia,Asia,Asia,2004,male_suicide,38.3,2,highest,Male
Japan,Asia,Asia,2004,male_suicide,35.5,3,highest,Male
Republic of Korea,Asia,Asia,2004,male_suicide,34.6,4,highest,Male
Sri Lanka,Asia,Asia,2004,male_suicide,34.2,5,highest,Male
Turkmenistan,Asia,Asia,2004,male_suicide,23.5,6,highest,Male
Kyrgyzstan,Asia,Asia,2004,male_suicide,20.9,7,highest,Male
India,Asia,Asia,2004,male_suicide,16.6,8,highest,Male
Thailand,Asia,Asia,2004,male_suicide,16.4,9,highest,Male
Singapore,Asia,Asia,2004,male_suicide,14.9,10,highest,Male
Syria,Asia,Asia,2004,male_suicide,2.1,1,lowest,Male
Philippines,Asia,Asia,2004,male_suicide,2.6,2,lowest,Male
Jordan,Asia,Asia,2004,male_suicide,2.9,3,lowest,Male
Brunei Darussalam,Asia,Asia,2004,male_suicide,3,4,lowest,Male
Lebanon,Asia,Asia,2004,male_suicide,3.3,5,lowest,Male
Kuwait,Asia,Asia,2004,male_suicide,3.6,6,lowest,Male
Egypt,Asia,Asia,2004,male_suicide,3.9,7,lowest,Male
Timor-Leste,Asia,Asia,2004,male_suicide,4,8,lowest,Male
Maldives,Asia,Asia,2004,male_suicide,4.5,9,lowest,Male
Turkey,Asia,Asia,2004,male_suicide,4.5,10,lowest,Male
Republic of Korea,Asia,Asia,2004,female_suicide,16.1,1,highest,Female
India,Asia,Asia,2004,female_suicide,13.6,2,highest,Female
Japan,Asia,Asia,2004,female_suicide,13.2,3,highest,Female
Kazakhstan,Asia,Asia,2004,female_suicide,12.4,4,highest,Female
China,Asia,Asia,2004,female_suicide,12.3,5,highest,Female
Sri Lanka,Asia,Asia,2004,female_suicide,9.8,6,highest,Female
Mongolia,Asia,Asia,2004,female_suicide,9.2,7,highest,Female
Singapore,Asia,Asia,2004,female_suicide,8.5,8,highest,Female
Democratic People's Republic of Korea,Asia,Asia,2004,female_suicide,8.1,9,highest,Female
Turkmenistan,Asia,Asia,2004,female_suicide,5.4,10,highest,Female
Syria,Asia,Asia,2004,female_suicide,0.6,1,lowest,Female
Brunei Darussalam,Asia,Asia,2004,female_suicide,0.8,2,lowest,Female
Philippines,Asia,Asia,2004,female_suicide,0.9,3,lowest,Female
Maldives,Asia,Asia,2004,female_suicide,1.1,4,lowest,Female
Saudi Arabia,Asia,Asia,2004,female_suicide,1.1,5,lowest,Female
Kuwait,Asia,Asia,2004,female_suicide,1.3,6,lowest,Female
Oman,Asia,Asia,2004,female_suicide,1.5,7,lowest,Female
Indonesia,Asia,Asia,2004,female_suicide,1.6,8,lowest,Female
Jordan,Asia,Asia,2004,female_suicide,1.6,9,lowest,Female
Turkey,Asia,Asia,2004,female_suicide,1.6,10,lowest,Female
Kazakhstan,Asia,Asia,2003,both_suicide,39.2,1,highest,All
Japan,Asia,Asia,2003,both_suicide,25.6,2,highest,All
Republic of Korea,Asia,Asia,2003,both_suicide,24.1,3,highest,All
Mongolia,Asia,Asia,2003,both_suicide,23.1,4,highest,All
Sri Lanka,Asia,Asia,2003,both_suicide,20.9,5,highest,All
India,Asia,Asia,2003,both_suicide,15.3,6,highest,All
Turkmenistan,Asia,Asia,2003,both_suicide,14.3,7,highest,All
Kyrgyzstan,Asia,Asia,2003,both_suicide,13.2,8,highest,All
China,Asia,Asia,2003,both_suicide,12.8,9,highest,All
Singapore,Asia,Asia,2003,both_suicide,12.1,10,highest,All
Syria,Asia,Asia,2003,both_suicide,1.3,1,lowest,All
Brunei Darussalam,Asia,Asia,2003,both_suicide,1.6,2,lowest,All
Philippines,Asia,Asia,2003,both_suicide,1.8,3,lowest,All
Jordan,Asia,Asia,2003,both_suicide,2.3,4,lowest,All
Armenia,Asia,Asia,2003,both_suicide,2.6,5,lowest,All
Kuwait,Asia,Asia,2003,both_suicide,2.6,6,lowest,All
Lebanon,Asia,Asia,2003,both_suicide,2.6,7,lowest,All
Turkey,Asia,Asia,2003,both_suicide,3.1,8,lowest,All
Egypt,Asia,Asia,2003,both_suicide,3.2,9,lowest,All
Indonesia,Asia,Asia,2003,both_suicide,3.2,10,lowest,All
Kazakhstan,Asia,Asia,2003,male_suicide,68.1,1,highest,Male
Japan,Asia,Asia,2003,male_suicide,37.8,2,highest,Male
Mongolia,Asia,Asia,2003,male_suicide,37.1,3,highest,Male
Republic of Korea,Asia,Asia,2003,male_suicide,33,4,highest,Male
Sri Lanka,Asia,Asia,2003,male_suicide,31.7,5,highest,Male
Turkmenistan,Asia,Asia,2003,male_suicide,24.1,6,highest,Male
Kyrgyzstan,Asia,Asia,2003,male_suicide,22,7,highest,Male
India,Asia,Asia,2003,male_suicide,16.6,8,highest,Male
Thailand,Asia,Asia,2003,male_suicide,16.1,9,highest,Male
Singapore,Asia,Asia,2003,male_suicide,15,10,highest,Male
Syria,Asia,Asia,2003,male_suicide,2.1,1,lowest,Male
Philippines,Asia,Asia,2003,male_suicide,2.6,2,lowest,Male
Brunei Darussalam,Asia,Asia,2003,male_suicide,2.8,3,lowest,Male
Jordan,Asia,Asia,2003,male_suicide,3,4,lowest,Male
Lebanon,Asia,Asia,2003,male_suicide,3.2,5,lowest,Male
Kuwait,Asia,Asia,2003,male_suicide,3.5,6,lowest,Male
Egypt,Asia,Asia,2003,male_suicide,3.9,7,lowest,Male
Armenia,Asia,Asia,2003,male_suicide,4.3,8,lowest,Male
Timor-Leste,Asia,Asia,2003,male_suicide,4.4,9,lowest,Male
Tajikistan,Asia,Asia,2003,male_suicide,4.7,10,lowest,Male
Republic of Korea,Asia,Asia,2003,female_suicide,15.1,1,highest,Female
India,Asia,Asia,2003,female_suicide,14,2,highest,Female
Japan,Asia,Asia,2003,female_suicide,13.8,3,highest,Female
Kazakhstan,Asia,Asia,2003,female_suicide,12.4,4,highest,Female
China,Asia,Asia,2003,female_suicide,11.8,5,highest,Female
Sri Lanka,Asia,Asia,2003,female_suicide,10.2,6,highest,Female
Mongolia,Asia,Asia,2003,female_suicide,9.2,7,highest,Female
Singapore,Asia,Asia,2003,female_suicide,9,8,highest,Female
Democratic People's Republic of Korea,Asia,Asia,2003,female_suicide,8.3,9,highest,Female
Iran,Asia,Asia,2003,female_suicide,5.5,10,highest,Female
Brunei Darussalam,Asia,Asia,2003,female_suicide,0.4,1,lowest,Female
Syria,Asia,Asia,2003,female_suicide,0.5,2,lowest,Female
Philippines,Asia,Asia,2003,female_suicide,1,3,lowest,Female
Armenia,Asia,Asia,2003,female_suicide,1.1,4,lowest,Female
Saudi Arabia,Asia,Asia,2003,female_suicide,1.1,5,lowest,Female
Kuwait,Asia,Asia,2003,female_suicide,1.3,6,lowest,Female
Maldives,Asia,Asia,2003,female_suicide,1.3,7,lowest,Female
Azerbaijan,Asia,Asia,2003,female_suicide,1.6,8,lowest,Female
Jordan,Asia,Asia,2003,female_suicide,1.6,9,lowest,Female
Oman,Asia,Asia,2003,female_suicide,1.6,10,lowest,Female
Kazakhstan,Asia,Asia,2002,both_suicide,38.2,1,highest,All
Japan,Asia,Asia,2002,both_suicide,23.8,2,highest,All
Mongolia,Asia,Asia,2002,both_suicide,21.7,3,highest,All
Sri Lanka,Asia,Asia,2002,both_suicide,21,4,highest,All
Republic of Korea,Asia,Asia,2002,both_suicide,19,5,highest,All
India,Asia,Asia,2002,both_suicide,16.1,6,highest,All
Turkmenistan,Asia,Asia,2002,both_suicide,14.1,7,highest,All
Kyrgyzstan,Asia,Asia,2002,both_suicide,14,8,highest,All
Singapore,Asia,Asia,2002,both_suicide,12.4,9,highest,All
China,Asia,Asia,2002,both_suicide,12.2,10,highest,All
Syria,Asia,Asia,2002,both_suicide,1.4,1,lowest,All
Brunei Darussalam,Asia,Asia,2002,both_suicide,1.6,2,lowest,All
Philippines,Asia,Asia,2002,both_suicide,1.7,3,lowest,All
Jordan,Asia,Asia,2002,both_suicide,2.3,4,lowest,All
Lebanon,Asia,Asia,2002,both_suicide,2.7,5,lowest,All
Kuwait,Asia,Asia,2002,both_suicide,2.8,6,lowest,All
Egypt,Asia,Asia,2002,both_suicide,3.2,7,lowest,All
Turkey,Asia,Asia,2002,both_suicide,3.2,8,lowest,All
Indonesia,Asia,Asia,2002,both_suicide,3.3,9,lowest,All
Saudi Arabia,Asia,Asia,2002,both_suicide,3.4,10,lowest,All
Kazakhstan,Asia,Asia,2002,male_suicide,66.4,1,highest,Male
Japan,Asia,Asia,2002,male_suicide,34.9,2,highest,Male
Mongolia,Asia,Asia,2002,male_suicide,34.4,3,highest,Male
Sri Lanka,Asia,Asia,2002,male_suicide,32.3,4,highest,Male
Republic of Korea,Asia,Asia,2002,male_suicide,25.9,5,highest,Male
Kyrgyzstan,Asia,Asia,2002,male_suicide,23.5,6,highest,Male
Turkmenistan,Asia,Asia,2002,male_suicide,23.3,7,highest,Male
India,Asia,Asia,2002,male_suicide,17.1,8,highest,Male
Thailand,Asia,Asia,2002,male_suicide,16.1,9,highest,Male
Uzbekistan,Asia,Asia,2002,male_suicide,15,10,highest,Male
Syria,Asia,Asia,2002,male_suicide,2.2,1,lowest,Male
Philippines,Asia,Asia,2002,male_suicide,2.4,2,lowest,Male
Brunei Darussalam,Asia,Asia,2002,male_suicide,2.7,3,lowest,Male
Jordan,Asia,Asia,2002,male_suicide,3,4,lowest,Male
Lebanon,Asia,Asia,2002,male_suicide,3.2,5,lowest,Male
Kuwait,Asia,Asia,2002,male_suicide,3.7,6,lowest,Male
Egypt,Asia,Asia,2002,male_suicide,3.9,7,lowest,Male
Timor-Leste,Asia,Asia,2002,male_suicide,4.3,8,lowest,Male
Iraq,Asia,Asia,2002,male_suicide,4.8,9,lowest,Male
Tajikistan,Asia,Asia,2002,male_suicide,4.8,10,lowest,Male
India,Asia,Asia,2002,female_suicide,15,1,highest,Female
Japan,Asia,Asia,2002,female_suicide,13.1,2,highest,Female
Kazakhstan,Asia,Asia,2002,female_suicide,12.1,3,highest,Female
Republic of Korea,Asia,Asia,2002,female_suicide,12,4,highest,Female
China,Asia,Asia,2002,female_suicide,11.4,5,highest,Female
Sri Lanka,Asia,Asia,2002,female_suicide,9.9,6,highest,Female
Singapore,Asia,Asia,2002,female_suicide,9.8,7,highest,Female
Mongolia,Asia,Asia,2002,female_suicide,9.1,8,highest,Female
Democratic People's Republic of Korea,Asia,Asia,2002,female_suicide,8.7,9,highest,Female
Thailand,Asia,Asia,2002,female_suicide,6.1,10,highest,Female
Brunei Darussalam,Asia,Asia,2002,female_suicide,0.4,1,lowest,Female
Syria,Asia,Asia,2002,female_suicide,0.6,2,lowest,Female
Philippines,Asia,Asia,2002,female_suicide,0.9,3,lowest,Female
Saudi Arabia,Asia,Asia,2002,female_suicide,1.1,4,lowest,Female
Armenia,Asia,Asia,2002,female_suicide,1.3,5,lowest,Female
Kuwait,Asia,Asia,2002,female_suicide,1.4,6,lowest,Female
Maldives,Asia,Asia,2002,female_suicide,1.4,7,lowest,Female
Azerbaijan,Asia,Asia,2002,female_suicide,1.5,8,lowest,Female
Jordan,Asia,Asia,2002,female_suicide,1.6,9,lowest,Female
Oman,Asia,Asia,2002,female_suicide,1.6,10,lowest,Female
Kazakhstan,Asia,Asia,2001,both_suicide,39,1,highest,All
Japan,Asia,Asia,2001,both_suicide,23.2,2,highest,All
Mongolia,Asia,Asia,2001,both_suicide,22.3,3,highest,All
Sri Lanka,Asia,Asia,2001,both_suicide,21.8,4,highest,All
India,Asia,Asia,2001,both_suicide,16.6,5,highest,All
Republic of Korea,Asia,Asia,2001,both_suicide,15.6,6,highest,All
Kyrgyzstan,Asia,Asia,2001,both_suicide,14.1,7,highest,All
Turkmenistan,Asia,Asia,2001,both_suicide,13.5,8,highest,All
China,Asia,Asia,2001,both_suicide,12.9,9,highest,All
Singapore,Asia,Asia,2001,both_suicide,11.3,10,highest,All
Brunei Darussalam,Asia,Asia,2001,both_suicide,1.3,1,lowest,All
Syria,Asia,Asia,2001,both_suicide,1.4,2,lowest,All
Philippines,Asia,Asia,2001,both_suicide,1.5,3,lowest,All
Jordan,Asia,Asia,2001,both_suicide,2.4,4,lowest,All
Kuwait,Asia,Asia,2001,both_suicide,2.6,5,lowest,All
Lebanon,Asia,Asia,2001,both_suicide,2.7,6,lowest,All
Armenia,Asia,Asia,2001,both_suicide,3.1,7,lowest,All
Egypt,Asia,Asia,2001,both_suicide,3.2,8,lowest,All
Saudi Arabia,Asia,Asia,2001,both_suicide,3.3,9,lowest,All
Azerbaijan,Asia,Asia,2001,both_suicide,3.4,10,lowest,All
Kazakhstan,Asia,Asia,2001,male_suicide,68.4,1,highest,Male
Mongolia,Asia,Asia,2001,male_suicide,35.2,2,highest,Male
Japan,Asia,Asia,2001,male_suicide,33.7,3,highest,Male
Sri Lanka,Asia,Asia,2001,male_suicide,33.5,4,highest,Male
Kyrgyzstan,Asia,Asia,2001,male_suicide,24,5,highest,Male
Turkmenistan,Asia,Asia,2001,male_suicide,22.7,6,highest,Male
Republic of Korea,Asia,Asia,2001,male_suicide,21.6,7,highest,Male
India,Asia,Asia,2001,male_suicide,17.2,8,highest,Male
Thailand,Asia,Asia,2001,male_suicide,15.7,9,highest,Male
Uzbekistan,Asia,Asia,2001,male_suicide,15.7,10,highest,Male
Philippines,Asia,Asia,2001,male_suicide,2.2,1,lowest,Male
Syria,Asia,Asia,2001,male_suicide,2.2,2,lowest,Male
Brunei Darussalam,Asia,Asia,2001,male_suicide,2.4,3,lowest,Male
Jordan,Asia,Asia,2001,male_suicide,3.2,4,lowest,Male
Lebanon,Asia,Asia,2001,male_suicide,3.2,5,lowest,Male
Kuwait,Asia,Asia,2001,male_suicide,3.4,6,lowest,Male
Egypt,Asia,Asia,2001,male_suicide,3.9,7,lowest,Male
Timor-Leste,Asia,Asia,2001,male_suicide,4.5,8,lowest,Male
Iraq,Asia,Asia,2001,male_suicide,4.8,9,lowest,Male
Indonesia,Asia,Asia,2001,male_suicide,4.9,10,lowest,Male
India,Asia,Asia,2001,female_suicide,15.9,1,highest,Female
Japan,Asia,Asia,2001,female_suicide,13,2,highest,Female
China,Asia,Asia,2001,female_suicide,12.8,3,highest,Female
Kazakhstan,Asia,Asia,2001,female_suicide,11.8,4,highest,Female
Sri Lanka,Asia,Asia,2001,female_suicide,10.2,5,highest,Female
Mongolia,Asia,Asia,2001,female_suicide,9.5,6,highest,Female
Republic of Korea,Asia,Asia,2001,female_suicide,9.5,7,highest,Female
Democratic People's Republic of Korea,Asia,Asia,2001,female_suicide,8.8,8,highest,Female
Singapore,Asia,Asia,2001,female_suicide,8.6,9,highest,Female
Thailand,Asia,Asia,2001,female_suicide,6.3,10,highest,Female
Brunei Darussalam,Asia,Asia,2001,female_suicide,0.3,1,lowest,Female
Syria,Asia,Asia,2001,female_suicide,0.6,2,lowest,Female
Philippines,Asia,Asia,2001,female_suicide,0.7,3,lowest,Female
Saudi Arabia,Asia,Asia,2001,female_suicide,1.1,4,lowest,Female
Armenia,Asia,Asia,2001,female_suicide,1.3,5,lowest,Female
Azerbaijan,Asia,Asia,2001,female_suicide,1.4,6,lowest,Female
Kuwait,Asia,Asia,2001,female_suicide,1.5,7,lowest,Female
Maldives,Asia,Asia,2001,female_suicide,1.6,8,lowest,Female
Oman,Asia,Asia,2001,female_suicide,1.6,9,lowest,Female
